Coupon,YTM,CurrentYield,RatingNum
5.09,4.44,4.9117,9
5.79,3.95,5.2651,8
6.33,4.267,4.6107,9
3,2.48,2.7946,10
4.06,3.242,3.4997,9
7.48,6.135,9.0491,6
7.85,4.233,6.0066,8
10.28,6.94,15.6374,6
2.67,2.392,2.4793,10
5.04,3.525,4.2109,9
7.64,4.243,5.1733,9
4.83,3.483,4.4951,10
8.67,4.222,5.8048,9
6.11,3.994,5.4253,8
1.05,1.002,1.019,11
4.51,3.509,4.1517,9
8.27,4.707,7.2183,8
3.49,3.362,3.3979,10
9.22,8.801,10.9074,5
3.06,2.593,2.8716,9
5.55,3.883,5.2245,8
7.33,9.177,14.9014,5
5.12,3.361,4.2234,11
5.05,3.644,4.2185,10
6.29,4.27,6.0932,8
6.73,4.999,5.09,11
4.79,1.268,4.3728,11
6.2,4.342,5.6231,9
6.84,4.493,5.7527,8
9.39,5.349,7.2181,8
6.94,4.044,5.3983,9
3.51,2.88,3.2078,11
5.68,3.944,5.0846,9
8.01,5.326,6.6275,8
3.57,3.45,3.806,9
4.63,3.468,4.2341,8
5.08,3.435,3.9731,11
7.45,5.141,6.8024,6
1.11,1.078,1.0852,10
6.84,3.74,4.755,9
5.27,3.693,4.9042,8
7.27,5.517,9.7297,6
2.57,2.275,2.5049,11
8.26,5.05,8.2683,7
5.44,3.554,4.5607,10
7.77,4.188,5.7496,8
8.55,5.669,8.2426,6
6.48,4.361,6.3121,7
4.46,3.463,4.2436,9
8.04,3.872,4.9571,10
5.23,3.384,4.136,11
1.65,1.503,1.5811,11
2.57,2.201,2.3763,11
5.14,3.901,4.2865,11
6.87,4.749,7.307,6
5.47,3.631,4.6581,9
5.33,2.354,4.8801,9
5.22,3.335,4.1783,11
4.67,3.431,3.8582,11
5.24,5.111,5.9811,9
4.5,3.558,4.1509,11
6.92,5.568,7.5373,6
6.39,4.296,5.2459,9
6.19,4.057,5.2591,8
2.85,2.19,2.6678,11
8.2,5.746,8.1812,7
7.19,4.667,6.1988,8
4.36,3.08,3.6796,10
6.44,4.278,6.1008,7
4.97,3.468,4.445,11
5.66,3.659,4.6707,9
12.42,6.839,12.9618,6
6.4,4.957,6.9003,9
8.67,7.853,9.2827,6
5.16,3.647,4.7553,9
5.22,3.559,4.3002,9
6.81,5.475,7.4769,6
5.98,4.23,5.7401,10
5.88,3.883,5.3537,8
1.77,1.698,1.7218,8
8.07,6.75,7.2657,7
8.94,4.982,7.9375,8
5.19,4.454,4.4966,9
6.84,3.321,6.377,9
8.67,5.471,8.4314,6
5.56,3.695,4.6845,8
6.59,6.896,7.2513,6
8.31,5.012,7.3527,7
4.66,3.242,4.0667,10
7.26,4.428,5.4685,8
4.1,3.599,3.8763,11
6.8,6.575,8.0208,5
5.08,3.737,4.6444,10
9.54,6.118,10.1901,7
4.81,3.472,4.2271,10
6.38,4.312,6.1358,8
3.18,2.597,2.9268,10
6.03,5.613,8.2693,6
6.12,4.875,5.6777,9
5.6,5.479,5.7702,10
2.87,2.637,2.7127,9
6.35,3.946,5.6869,10
5.33,4.453,5.1632,10
0.83,0.807,0.8202,10
5.88,5.204,6.7914,6
6.01,4.571,5.7216,10
5.18,3.66,4.7371,11
6.41,3.809,4.574,10
5.17,3.919,4.9952,8
6.17,4.565,6.8373,8
7.76,5.095,7.1265,8
6.64,4.303,5.8792,8
7.67,4.738,7.3117,7
2.68,2.471,2.7992,10
6.76,4.516,5.1627,9
6.95,4.698,6.6846,8
5.36,3.92,4.4221,9
5.99,6.638,7.2527,8
4.27,3.031,3.6586,10
6.54,7.363,7.8729,8
8.08,5.271,8.0663,6
2.89,2.6,2.8634,11
5.78,3.797,4.8328,8
5.73,3.931,5.1945,9
8.79,3.725,9.2206,6
5.25,4.11,5.0466,9
3.11,2.759,2.9142,10
5.18,3.623,5.1624,6
8.71,7.211,7.9791,6
4.12,3.456,3.4924,11
5.07,2.476,4.5941,9
7.1,5.141,6.8454,7
3.71,3.177,3.5219,11
6.29,6.084,6.6385,9
1.55,1.51,1.5218,11
4.18,3.086,3.6122,11
6.72,4.473,6.5689,8
5.57,5.811,6.7491,8
6.34,5.178,6.5994,9
5.65,3.917,5.0673,10
5.68,3.962,5.0261,8
7.35,4.237,5.8389,9
4.64,3.6,4.3167,9
5.62,7.018,8.2453,4
6.04,3.804,4.4864,11
6.59,5.317,6.5177,8
8.57,4.999,6.3238,8
6.39,4.377,6.2912,9
2.87,2.361,2.6374,11
7.75,4.908,5.2642,8
5.23,4.762,5.0915,10
5.59,3.556,4.5514,11
4.35,3.621,3.7575,11
8.66,4.863,6.0589,9
7.6,5.118,7.5054,7
7.96,5.563,7.1435,6
3.18,2.601,3.1813,9
6.7,4.474,6.3652,7
4.34,3.088,3.6501,11
12.29,6.811,13.0954,7
1.78,1.627,1.731,11
4.99,3.571,4.2407,11
6.05,4.007,5.4037,10
5.74,3.953,5.0201,8
7.5,5.14,7.9576,6
2.29,2.084,2.204,11
6.45,6.119,7.6804,8
5.05,3.304,4.1235,11
6.74,4.675,5.6129,9
5.17,3.864,4.7375,9
7.48,6.476,7.9693,6
8.69,4.454,6.5133,8
5.86,4.617,4.98,8
11.26,9.161,11.9305,6
6.25,4.64,6.9879,6
5.44,3.485,4.417,11
11.28,7.966,10.7736,6
2.04,1.706,1.9617,9
6.4,4.312,6.1562,6
6.07,4.361,5.8142,10
7.38,4.745,6.476,8
8.93,8.023,9.1393,6
5.71,4.026,5.3414,8
5.73,3.623,4.6814,9
7.56,4.401,6.0963,8
6.77,4.657,5.0609,9
8.88,7.876,8.1118,6
7.32,4.788,6.9522,7
5.98,5.622,5.6511,9
1.64,1.594,1.6249,11
6.08,4.063,5.6918,9
5.08,3.672,4.7852,8
4.4,2.365,3.9888,11
8.92,5.425,7.8549,8
7.01,4.66,7.0177,7
4.87,3.363,4.1062,11
3.94,2.939,3.435,11
5.97,3.818,4.7844,9
5.98,4.106,5.7083,10
3.31,2.716,3.1449,10
1.1,1.028,1.0817,11
8.2,4.832,7.5604,6
7.9,4.943,5.9627,9
9.95,6.428,15.0189,5
3.62,3.075,3.2278,11
2.42,2.115,2.2422,10
1.4,1.358,1.3685,11
5.05,3.364,4.2185,11
9.24,6.019,8.7533,6
6.69,5.073,6.2923,7
2.43,2.095,2.3097,11
9.58,6.117,6.4399,8
6.57,5.208,6.5641,9
7.73,5.066,5.5226,8
8.51,5.258,8.7795,8
5.93,6.261,6.4795,9
6.54,3.6,4.6337,9
7.87,6.134,7.5644,6
6.08,4.027,4.9367,11
5.24,3.491,4.1361,11
4.46,3.263,3.8409,9
7.72,5.938,5.972,8
3.82,3.009,3.4365,10
6.27,4.377,6.1713,7
2.84,2.551,2.7947,8
7.68,4.817,7.481,8
4.94,3.943,4.4237,11
7.53,5.314,6.607,8
10.05,7.332,9.5234,6
5.28,3.464,4.1389,11
9.66,5.022,7.0832,8
8.24,8.393,20.9403,4
8.06,5.52,6.172,9
6.66,6.339,7.1953,6
6.51,3.887,5.2009,8
6.53,4.776,5.5008,8
5.71,4.859,5.4967,7
7.23,4.278,6.1365,8
5.46,3.485,4.4448,9
7.84,5.158,5.5235,9
9.22,5.38,7.118,9
5.99,4.439,5.0172,8
5.29,4.378,5.9734,9
6.15,5.129,6.9499,6
4.15,3.261,3.7397,9
5.72,4.031,5.0299,11
5.23,3.931,5.3313,7
4.69,3.446,4.1879,9
5.76,3.955,4.7726,8
7.33,4.306,5.4989,9
2.31,2.034,2.2182,11
4.91,3.897,4.9302,9
6.97,5.718,6.3479,7
6.42,5.223,6.3957,9
6.66,4.926,6.7252,8
6.17,5.943,7.3839,7
2.09,1.836,1.9888,11
2.19,2.019,2.133,11
6.51,4.864,6.5263,9
5.41,1.208,4.942,11
7,4.872,7.694,6
5.57,4.522,5.3635,8
5.93,3.715,4.8891,9
7.28,5.423,6.2527,8
5.05,3.123,4.6085,10
6.05,4.245,6.0068,9
1.23,1.139,1.1916,11
4.93,3.724,4.3087,8
5.93,4.991,6.7089,6
7.83,6.338,7.3068,7
4.55,3.322,3.8799,11
5.79,3.6,4.6327,9
3.76,3.361,3.583,11
3.04,1.453,2.8766,11
4.92,3.519,4.0779,11
4.59,3.421,4.2583,9
6.43,4.076,5.2627,9
7.04,5.337,7.1255,7
3.99,3.253,3.7986,11
1.08,0.9,1.0532,11
7.43,4.711,6.6799,9
4.87,3.901,4.4108,8
7.02,5.058,5.6704,9
6.88,4.378,5.314,8
2.68,2.407,2.4671,11
1.12,1.054,1.0945,11
6.48,3.436,4.284,10
5.31,3.94,5.0218,8
5.57,4.219,4.6239,11
4.41,3.369,3.958,11
6.07,4.319,5.8517,9
5.79,4.038,5.5582,8
4.21,2.325,3.9014,11
6.78,5.995,7.015,6
5.14,3.563,4.6123,8
7.66,4.93,6.5241,8
7.72,4.883,7.7131,6
2.03,1.853,1.9741,11
8.56,4.87,7.6123,7
6.67,4.587,6.899,6
8.19,4.21,5.7149,11
7.58,5.457,5.6788,9
5.3,4.694,5.107,10
7.18,5.17,7.3846,6
5.1,4.057,4.3023,9
6.78,6.138,7.6412,6
5.32,3.474,4.8328,8
6.3,4.714,6.8845,9
4.69,3.034,4.3274,10
5.39,3.429,4.3089,8
12.19,7.018,13.1713,6
5.54,4.277,5.3449,10
6.56,5.36,9.3235,6
6.13,4.529,6.1472,9
5.07,4.246,4.337,11
4.26,3.576,3.8815,8
4.7,3.277,4.1275,9
7.72,5.278,6.9362,7
5.4,4.316,6.1524,9
6.95,4.841,6.7805,8
7.78,4.657,6.8264,8
6.99,4.715,5.3576,8
6.33,6.982,7.1875,6
7.78,5.769,7.8849,6
2.41,2.213,2.2563,9
7.86,7.079,9.0428,7
1.49,1.409,1.4569,10
7.77,4.766,7.0985,8
9.94,8.514,9.6627,6
4.94,4.113,4.8346,9
7.32,5.356,6.4194,8
4.42,3.505,4.4823,9
6.46,5.683,6.3897,9
6.13,3.531,4.4715,11
6.04,4.679,5.4321,8
9.67,6.768,9.8392,5
7.28,4.613,6.5591,7
5.29,3.651,4.4853,10
6.1,4.67,6.8981,6
11.47,6.986,16.374,5
10.99,6.111,10.3115,6
4.63,3.728,4.2626,11
8.59,7.282,7.766,9
6.55,4.478,6.0391,7
4.39,3.235,3.9844,9
5.73,4.487,5.0171,8
6.8,5.211,5.8732,10
5.01,3.505,4.3759,10
5.74,4.218,4.8122,9
5.91,3.836,4.6175,9
6.06,4.151,5.5925,8
6.25,4.21,5.7345,8
7.3,6.462,6.601,9
6.06,7.304,8.3632,6
5.84,4.397,4.9957,8
1.47,1.378,1.4091,11
3.54,2.957,3.3866,10
6.08,5.959,7.0879,8
7.34,5.301,7.9266,6
4.06,2.828,3.6892,10
10.65,8.904,9.873,6
4.94,4.582,5.4173,8
6.85,4.142,5.9364,9
6.59,2.328,6.0265,9
6.74,5.747,5.774,9
8.08,4.977,7.2662,7
6.04,5.21,5.288,9
4.93,3.677,4.6396,10
1.34,1.272,1.3112,11
6.93,6.697,6.8825,6
7.96,6.496,7.6797,6
4.96,3.259,4.4258,9
5.31,3.379,4.2558,11
1.36,1.313,1.3312,11
6.72,4.492,4.9346,9
5.53,3.784,4.8607,10
7.09,4.503,7.3025,5
7.56,5.742,10.8902,6
5.2,3.86,4.6445,8
0.95,0.912,0.9264,11
5.83,3.704,4.7956,9
4.81,3.347,4.1696,9
3.89,1.666,3.6865,8
3.52,3.085,3.2395,9
5.83,4.164,5.8248,9
6.22,4.193,4.5574,9
6.01,5.113,7.6668,6
7.1,4.688,5.5813,9
5.77,4.565,6.8236,8
2.83,2.559,2.7235,10
0.98,0.929,0.9588,11
12.42,6.121,11.6281,6
5.97,5.162,7.1703,8
6.89,4.251,5.9981,8
4.74,3.34,4.0894,9
5.18,5.933,6.0184,6
6.22,5.399,6.4873,6
7.34,5.02,6.7581,7
5.82,4.189,5.8569,9
10.44,6.042,12.2034,6
6.72,4.544,5.9834,9
3.81,3.178,3.338,9
4.66,3.694,4.1148,9
4.87,3.552,4.1257,11
5.76,4.717,5.3132,8
2.42,2.152,2.3393,11
6.45,5.168,8.6612,7
8.03,7.899,8.1366,6
6.11,5.003,5.021,9
5.21,4.312,4.5234,11
6.25,5.257,5.949,9
11.54,6.675,10.3646,6
4.53,3.39,4.2388,8
4.31,3.156,3.7508,10
5.34,4.053,4.8069,10
5.45,3.723,4.5664,10
5.49,3.898,5.2476,10
7.74,5.029,8.1149,6
1.5,1.451,1.4531,11
3.61,3.118,3.3732,10
6.64,4.323,5.7494,9
7.6,4.366,5.6201,8
5.33,3.516,4.5047,9
6.09,4.037,5.5384,8
3.89,2.895,3.4526,11
1.72,1.636,1.6951,11
2.84,2.565,2.7838,9
1.55,1.451,1.5286,11
5.59,4.17,5.1284,8
4.98,1.058,4.5318,9
3.02,2.444,2.7834,8
5.14,3.545,4.5215,9
5.31,3.376,4.2511,11
6.09,4.909,7.8117,8
2.12,1.733,1.9996,11
6.48,5.444,6.5587,8
7.27,5.858,7.4972,6
3.82,2.899,3.3802,11
5.32,4.185,4.5842,9
9.95,5.316,7.147,7
6.55,6.302,6.6497,7
1.44,1.366,1.4002,11
4.03,3.313,3.9452,9
5.65,4.03,5.0276,10
8.18,5.245,8.6616,6
5.85,4.149,5.0228,8
8.43,4.956,7.9724,6
5.55,4.108,4.958,10
5.4,4.122,5.6503,9
5.92,4.019,4.9125,11
5.63,3.729,4.9067,10
1.77,0.745,1.7011,11
4.85,3.83,4.185,9
5.59,6.396,7.0545,8
5.46,3.915,4.8947,9
5.74,4.745,5.1346,9
5.47,3.738,4.7785,9
8.37,5.007,6.6784,9
5.9,5.314,7.2074,8
3.41,3.134,3.1452,9
5.4,3.786,4.4375,10
2.68,2.469,2.5143,11
6.26,5.732,6.6923,9
6.35,5.387,5.5805,10
3.06,2.686,2.7989,10
6.12,5.431,5.7829,10
5.8,3.781,4.4506,8
7.21,4.294,5.6363,9
7.82,4.469,5.6429,8
4.66,3.445,4.2218,11
5.17,3.503,4.2639,11
3.24,2.885,3,8
2.04,1.86,1.9604,9
2.46,2.205,2.4405,11
8.74,7.109,8.5586,6
7.05,4.544,6.6322,7
4.3,3.078,3.6655,9
4.97,3.376,4.4462,11
1.57,1.515,1.5465,11
4.54,3.638,3.9568,10
7.27,4.927,7.6078,6
3.78,3.454,4.3846,8
6.97,5.299,6.0709,7
10.51,4.829,8.8238,8
4.83,3.407,4.3517,8
4.39,2.976,3.9935,10
5.43,4.305,4.536,11
5.96,4.976,5.3805,8
6.64,4.889,6.921,7
0.36,0.207,0.352,11
4.65,3.427,4.3052,11
5.09,4.691,5.9946,9
2.31,2.027,2.2116,9
11.3,6.061,12.3524,5
5.22,3.613,4.5749,10
11.67,10.961,12.3127,6
3.68,2.987,3.4901,9
5.43,3.615,4.5205,9
3.68,3.019,3.5787,8
4.66,3.635,4.597,8
4.97,3.819,4.0598,11
7.03,6.795,10.827,6
5.42,4.009,4.623,9
4.7,3.507,4.2141,11
6.47,6.805,6.8516,8
2.2,2.128,2.1426,11
4.59,3.842,4.0119,11
7.8,4.816,5.7374,8
1.58,1.479,1.5422,11
2.56,2.207,2.4556,11
3.19,2.574,2.9702,9
5.33,4.092,4.7479,8
5,3.751,3.9974,11
5.09,3.915,4.7508,9
4.17,3.359,3.9567,8
4.51,3.28,4,10
6.08,3.847,5.1408,8
1.07,0.966,1.0283,11
6.22,6.264,6.6072,9
6.2,4.565,6.5024,9
4.91,3.355,4.1752,9
8.17,5.56,8.0263,5
5.51,4.43,4.687,11
5.58,4.583,4.8534,10
6.28,3.987,5.2817,8
1.96,1.785,1.8701,11
5.63,4.821,5.0671,10
5.71,4.327,5.086,10
2.74,2.312,2.5954,11
4.2,3.539,3.9481,8
7.81,4.966,7.7804,6
6.16,5.19,5.7646,6
6.21,4.33,6.1828,6
5.09,3.715,5.0242,9
2.51,2.105,2.3288,11
7.84,4.713,7.2331,7
3.34,2.81,3.0752,8
4.1,3.413,4.3135,9
1.04,1.022,1.0285,11
6.58,4.176,5.6842,8
5.63,4.631,6.816,8
8.53,5.344,8.5997,7
4.95,4.268,4.4303,9
3.34,2.834,3.2761,10
5.7,4.756,5.2303,9
2.61,2.295,2.574,11
6.24,4.201,5.9338,9
2.08,1.335,2.0182,10
8.74,5.77,6.5798,8
5.79,4.249,5.4203,8
5.41,4.417,4.7965,11
9.81,5.375,9.4011,6
7.71,5.278,6.1828,8
6.42,5.641,7.2872,7
4.14,3.527,3.9182,9
0.78,0.745,0.7646,11
2.23,2.123,2.1882,11
7.47,4.446,6.5303,8
5.95,4.844,5.1979,9
4.54,3.897,4.0191,11
4.96,3.979,4.8656,9
5.2,3.469,4.4038,11
2.7,2.582,2.6981,8
10.62,6.296,10.4046,6
5.7,4.249,4.7323,8
5.64,4.684,7.1347,7
9.24,5.74,10.6354,6
8.29,6.298,8.4895,6
6.29,3.907,5.1209,9
7.31,4.85,7.2556,6
6.47,3.988,5.227,9
5.06,3.993,4.2834,9
4.55,3.201,3.9968,9
10.8,5.732,10.1408,6
1.56,1.451,1.5309,11
5.04,4.76,4.9587,7
0.73,0.693,0.7189,11
5,3.411,4.2212,11
7.29,4.242,6.0283,8
5.04,3.42,4.5365,11
5.71,4.376,6.3052,9
7.65,7.551,8.2954,7
6.15,5.398,5.4662,9
6.68,4.693,5.1499,9
2.82,2.563,2.9274,10
2.23,1.948,2.1131,9
4.28,3.855,4.029,11
5.44,11.285,11.4358,5
2.37,2.198,2.2158,9
5.24,4.869,5.6326,9
7.24,3.986,4.5115,11
5.64,4.08,5.0912,10
7.3,4.981,7.5994,6
6.57,4.015,5.328,9
5.95,3.793,5.0101,8
2.34,2.12,2.189,11
10,5.323,8.5157,7
5.97,3.838,5.1355,8
3.05,2.477,2.8118,9
10.47,8.305,10.7583,6
7,6.68,6.7941,7
5.73,3.462,4.2979,11
7.11,4.974,7.9655,8
4.58,3.811,3.8227,11
5.75,3.992,4.657,11
5.26,3.471,4.3837,10
3.53,2.899,3.4662,8
3.39,2.867,3.3705,9
5.33,3.751,4.9197,8
7.3,5.998,6.5908,7
6.71,4.452,4.9989,10
8.06,4.086,4.8165,10
5.69,4.171,5.0795,9
6.48,5.006,5.2726,8
6.28,4.294,5.9145,7
7.56,4.635,6.9098,7
8.92,5.281,8.0527,6
6.32,4.541,6.1833,9
7.28,4.494,6.5041,7
5.07,3.854,4.9536,9
3.04,2.385,2.8379,11
4.61,3.742,4.9273,9
6.81,2.581,6.0863,8
6.65,3.884,5.2055,8
5.11,4.926,5.0137,9
6.79,4.198,5.5986,8
6.16,4.616,6.8285,9
1.03,0.996,1.0205,11
6.31,4.186,5.5546,8
5.06,3.86,4.5393,9
5.43,5.195,7.8776,5
2.78,2.684,2.7154,11
3.19,2.736,2.9917,11
4.91,3.956,4.3929,9
4,3.467,4.0825,9
6.72,5.49,8.6386,7
10.03,6.396,10.9486,6
6.08,4.159,5.1024,8
7.24,6.12,8.0498,7
2.05,1.883,2.0157,11
7.61,5.305,7.1281,7
1.5,1.423,1.4674,11
5.56,5.165,5.3018,8
7.28,4.461,6.545,8
6.15,3.633,4.6747,8
6.05,3.755,4.959,9
1.23,1.146,1.1847,10
2.71,2.254,2.5235,11
4.95,3.559,4.5808,11
6.04,4.814,5.7333,8
5.92,4.513,5.0794,9
1.41,1.369,1.3732,11
5.67,3.873,5.0369,8
5.31,4.645,4.6764,9
3.05,2.411,2.8267,11
5.37,3.377,4.2039,11
4.07,3.15,3.8284,8
2.96,2.602,2.8582,10
6.85,4.282,6.0641,9
6.57,3.591,4.5597,9
6.34,4.909,7.385,8
6.78,4.167,5.7599,8
4.9,3.363,4.4745,9
4.6,3.226,3.8581,9
8.42,5.816,9.646,6
6.24,4.121,5.7049,8
5.68,5.146,5.3565,7
7.16,5.402,5.9017,8
3.19,2.607,3.0004,9
6.64,6.111,8.3365,7
5.6,3.858,4.6531,9
5.19,3.325,4.1341,11
6.07,5.069,6.7867,9
5.56,3.675,4.9387,8
7.97,7.199,8.921,6
5.54,3.374,4.2465,9
9.8,4.848,7.01,8
6.21,5.745,6.6552,8
3.05,2.91,2.9497,11
3.74,3.423,3.7816,9
9.86,14.313,17.402,5
6.44,11.262,12.8466,5
5.42,4.421,5.1012,9
6.51,6.318,7.2737,6
6.83,5.368,6.8021,6
5.98,5.024,6.2487,7
9.41,5.398,9.4402,6
3.01,2.748,2.8716,11
3.3,2.693,3.0703,9
6.74,6.253,6.6653,6
7.5,4.836,7.575,6
5.54,4.601,6.9138,8
5.25,3.337,4.1806,11
4.72,4.297,4.6198,8
4.94,2.267,4.5213,9
5.91,4.11,4.9427,8
5.94,4.485,6.557,9
8.06,5.954,8.4932,5
4.59,3.669,4.3176,11
6.17,3.889,5.2328,8
5.92,5.52,5.5441,8
8.4,4.852,5.5989,10
2.6,2.271,2.5043,9
6.65,4.449,5.6204,11
1.67,1.603,1.6342,11
5.48,3.738,4.9016,10
3.2,3.002,3.122,8
7.24,3.906,4.9075,10
6.81,4.454,6.5068,7
8.53,5.156,7.1572,7
4.95,5.871,6.6407,5
5.98,5.058,5.3307,8
6.38,3.955,5.0487,9
4.89,3.393,4.0121,11
4.71,3.33,4.2849,10
0.77,0.734,0.7595,11
8.81,5.343,8.316,6
6.17,5.188,6.5743,9
5.7,3.76,4.7555,9
4.49,3.814,4.3737,8
7.07,4.886,7.1393,6
1.94,1.807,1.8903,11
9.07,5.951,9.9332,7
5.42,3.641,4.662,9
6.74,4.931,6.459,7
6.53,6.021,7.1374,6
7.48,4.047,5.4495,9
3.37,2.817,3.2598,9
5.75,4.353,5.5008,10
4.89,3.7,4.5526,9
7.28,4.528,6.6533,7
7.93,4.556,6.8969,7
2.34,2.188,2.2235,9
5.3,3.596,4.733,8
4.1,3.061,3.7165,8
7.01,4.198,5.6355,8
4.82,2.05,4.6124,9
6.11,3.957,5.4393,8
7.24,5.55,6.9642,6
7.83,6.779,8.0143,6
9.08,8.924,9.4387,6
7.1,5.136,7.4268,6
8.7,4.861,7.1113,9
5.7,3.756,4.7811,9
6.3,5.794,6.6688,9
5.02,3.555,4.4393,11
6.82,5.611,7.6475,7
5.16,3.986,4.9073,10
7.02,5.042,6.4814,9
3.86,2.271,3.5625,11
6.79,4.731,7.2823,6
2.69,2.307,2.5865,8
4.84,3.47,4.3976,10
6.11,4.646,5.1375,8
4.6,3.427,4.2999,11
5.41,3.75,4.4388,8
4.05,3.276,3.913,10
2.61,2.316,2.523,9
8.42,5.547,8.0899,8
7,4.35,5.2938,8
1.02,0.943,0.9942,11
4.89,3.829,4.8149,8
6.18,4.101,4.7122,10
5.61,4.328,6.0879,9
4.51,3.591,4.4181,8
4.87,3.87,5.1764,10
4.91,4.381,5.2553,9
6.65,4.471,6.3783,7
6.84,4.08,5.1152,10
5.96,4.166,5.7982,8
5.54,3.671,4.7903,9
5.9,3.606,4.3488,11
5.19,3.897,4.7887,9
3.68,2.574,3.4274,11
8.07,5.902,11.1264,6
8.8,4.627,6.9172,11
5.54,4.029,5.2602,9
5.47,4.326,5.4771,8
2.74,2.383,2.6923,10
7.66,4.114,5.7305,8
1.92,1.663,1.8055,11
5.61,4.526,4.5429,8
8.43,5.011,7.9185,6
8.39,4.619,6.9127,8
6.27,4.768,7.0672,6
4.1,3.009,3.6254,9
4.84,3.23,4.3307,11
1.14,1.111,1.12,11
5.07,3.795,4.2043,11
6.68,4.154,4.5193,11
3.42,2.769,3.0175,11
6.72,4.403,6.3673,7
1.96,1.881,1.9379,11
12.61,7.184,12.1895,5
5.79,3.957,5.0577,9
1.59,1.544,1.5512,11
4.28,3.201,3.991,9
5.25,3.853,5.0215,10
8.15,5.239,8.5117,7
5.3,3.606,4.6577,8
6.48,4.595,5.2747,8
2.2,2.082,2.1451,9
6.08,5.115,5.4339,9
5.94,4.147,4.974,9
3.66,2.963,3.4653,8
7.38,4.034,5.1837,9
4.85,3.25,4.0156,11
8.65,5.08,7.6923,7
6.95,4.263,5.5242,8
10.09,6.578,9.2484,6
5.97,4.652,6.7587,6
5.93,4.654,7.0806,8
9.31,5.601,8.8972,6
5.13,4.472,4.6191,8
4.25,3.382,4.0208,11
4.9,3.415,4.1197,9
10.93,10.195,11.1145,6
6.33,3.9,5.2601,8
6.91,5.111,6.9989,9
5.87,3.755,4.9423,10
6.77,5.813,6.7156,6
7.62,4.718,7.1697,6
6.96,5.353,6.0823,9
5.6,4.54,5.7726,9
8.7,6.552,8.3678,8
4.76,4.063,4.3245,8
6.47,3.903,5.139,9
5.55,4.312,5.2727,10
8.07,6.026,7.535,7
3.02,2.653,2.9052,9
5.91,4.546,6.6637,6
2.82,2.267,2.6281,11
6.87,7.056,7.3484,6
5.77,4.718,4.9575,11
4.02,3.554,3.8829,11
5.3,3.983,5.2063,8
10.08,6.291,9.5845,6
6.59,6.072,7.3937,6
5.57,6.319,6.8621,8
5.05,3.932,4.2104,11
7.3,4.331,6.2212,8
7.44,4.457,6.5882,8
5.91,3.894,4.8304,9
5.61,4.65,5.7603,9
3.48,2.786,3.2747,9
3.91,3.128,3.7072,9
10.53,7.154,10.7329,6
5.84,4.156,5.785,8
6.16,4.111,5.364,10
6.18,4.003,4.6178,9
3.18,3.044,3.1281,8
5.47,4.056,5.3844,9
5.76,5.042,5.2752,7
5.96,4.156,5.8112,8
5.94,3.826,5.0152,8
8.1,5.306,8.2401,6
6.81,5.355,6.7519,6
6.6,4.924,5.6521,8
4.9,3.337,4.1543,9
5.83,3.947,5.1938,9
8.7,6.164,8.3222,6
4.32,3.672,4.3487,10
6.01,6.938,7.1403,8
4.53,3.522,4.2651,11
8.08,6.073,7.6183,8
6.35,4.569,6.0731,10
5.47,3.996,5.1313,8
5.87,3.847,4.8982,8
7.81,4.307,6.171,9
10.92,7.143,12.6918,4
5.29,3.36,4.1377,11
8.98,4.884,7.4647,7
4.91,3.262,4.0448,10
5.96,4.212,5.9104,8
6.58,4.471,6.4516,8
4.69,3.414,4.3338,10
0.43,0.306,0.4178,11
5.66,4.062,4.8007,9
4.15,3.777,3.8341,9
1.28,1.18,1.2281,9
4.42,3.239,4.0454,10
7.97,7.24,7.9107,6
2.25,1.931,2.1095,10
5.14,3.753,4.939,9
5.76,3.859,5.0794,9
6.57,4.939,7.4498,6
5.63,4.035,5.3809,7
4.16,3.308,3.8022,9
4.43,3.037,4.0004,10
4.37,3.599,4.1991,8
2.13,1.966,2.0744,10
3.19,2.69,3.0381,9
8.1,5.725,7.1034,7
3.92,3.006,3.631,9
6.03,3.895,5.2526,10
5.68,5.091,5.6704,6
2.6,2.175,2.461,11
7.97,5.579,7.5118,6
8.79,5.176,6.8597,8
0.68,0.643,0.6688,11
5.69,3.782,4.9052,8
6.84,5.752,5.9298,8
5.79,4.416,5.6449,7
5.95,4.54,4.8599,9
5.56,4.942,5.1117,8
6.84,5.526,7.5297,6
5.55,5.082,5.5981,6
3.21,2.696,2.9822,10
7.11,4.822,7.3178,6
7.57,5.935,7.4714,6
3.77,3.652,3.6932,9
6.42,4.449,5.2524,9
3.29,2.841,3.0953,11
5.83,4.124,5.0039,8
5.2,4.031,4.8162,9
5.27,3.821,4.9755,10
6.4,4.704,4.9628,8
4.88,3.399,4.0381,11
7.58,5.936,7.8549,6
3.29,2.665,3.0941,10
6.1,5.866,5.8988,9
6.06,5.049,5.7213,10
6.24,6.021,6.6688,9
5.2,4.522,4.8113,10
2.64,2.293,2.4791,10
2.68,2.334,2.6203,7
5.92,4.729,6.6764,6
10.08,10.511,21.8182,5
5.03,3.459,4.0189,10
5.96,4.622,6.8255,9
7.74,4.722,7.2316,8
3.59,2.878,3.389,11
6.96,4.64,5.9933,7
5.9,4.06,5.1668,8
3.99,3.21,3.4507,11
4.92,3.273,4.0702,11
8.64,5.229,7.6076,7
6.37,4.328,6.0753,9
7.43,5.192,7.3044,7
