FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,QCLabel
0.3894,0.3151,0.25,0.1301,0.1052,0.1127,0.3463,0.5668,0.3858,0.1437,0.2,D
0.4159,0.3664,0.26,0.0753,0.1402,0.0563,0.1025,0.5367,0.4016,0.0539,0.1846,D
0.3717,0.3973,0,0.0548,0.0952,0.0986,0.0459,0.5095,0.4488,0.1198,0.2462,C
0.4159,0.3664,0.26,0.0753,0.1402,0.0563,0.1025,0.5367,0.4016,0.0539,0.1846,D
0.3982,0.3836,0.11,0.1301,0.1352,0.1408,0.1343,0.6468,0.4488,0.1317,0.1692,C
0.4071,0.3767,0.1,0.1438,0.1319,0.1549,0.1484,0.6468,0.4488,0.1257,0.1692,C
0.3717,0.3219,0.18,0.137,0.1285,0.1549,0.2403,0.5367,0.315,0.1257,0.1538,D
0.2566,0.3288,0.32,0.1233,0.1519,0.169,0.3251,0.6836,0.5591,0.1737,0.1692,D
0.2212,0.3219,0.02,0.0959,0.1169,0.3239,0.311,0.5411,0.6378,0.1198,0.2,C
0.292,0.411,0.01,0.0685,0.1068,0.0845,0.0919,0.4853,0.5118,0.1257,0.1846,D
0.2212,0.3219,0.02,0.0959,0.1169,0.3239,0.311,0.5411,0.6378,0.1198,0.2,C
0.4248,0.387,0.26,0.1027,0.1169,0.3099,0.4841,0.5675,0.4252,0.1317,0.1538,D
0.4336,0.3082,0.27,0.0959,0.1169,0.3099,0.4876,0.569,0.4173,0.1317,0.1538,D
0.292,0.1918,0.29,0.0616,0.2421,0,0.1343,0.5308,0.4409,0.3533,0.1692,C
0.292,0.1918,0.3,0.0616,0.2421,0.0141,0.1378,0.5286,0.4488,0.3473,0.1692,C
0.2301,0.6027,0,0.1438,0.1503,0.0845,0.0353,0.4251,0.5433,0.0778,0.2462,D
0.2035,0.4418,0.18,0.1027,0.3856,0.0634,0.1484,0.4442,0.5197,0.1617,0.2923,C
0.2035,0.3527,0.17,0.1027,0.3823,0.0704,0.0424,0.4427,0.5197,0.1557,0.2923,C
0.3274,0.2123,0.3,0.1712,0.1119,0.0845,0.0989,0.5734,0.4882,0.1677,0.3231,D
0.2212,0.274,0.03,0.1164,0.1068,0.2817,0.3039,0.5419,0.5984,0.1617,0.2154,D
0.2124,0.3082,0,0.0753,0.2972,0.1549,0.1378,0.4912,0.4488,0.1617,0.1538,C
0.1681,0.2329,0.14,0.1027,0.1703,0.1127,0.1095,0.5323,0.7244,0.1916,0.2154,D
0.3894,0.4795,0.05,0.1027,0.1152,0.3521,0.318,0.5925,0.4882,0.1198,0.2462,D
0.1681,0.2329,0.14,0.1027,0.1703,0.1127,0.1095,0.5323,0.7244,0.1916,0.2154,D
0.2212,0.3219,0.01,0.1096,0.1085,0.2676,0.2792,0.5426,0.6378,0.1557,0.2154,D
0.469,0.1575,0.41,0.0959,0.1185,0.1408,0.1943,0.5969,0.3701,0.1018,0.1692,D
0.469,0.1575,0.41,0.0959,0.1185,0.1408,0.1943,0.5969,0.3701,0.1018,0.1692,D
0.4779,0.3014,0.24,0.089,0.1119,0.2535,0.1837,0.663,0.3465,0.1377,0.2615,C
0.4779,0.3014,0.24,0.089,0.1119,0.2535,0.1837,0.663,0.3465,0.1377,0.2615,C
0.354,0.3493,0.17,0.137,0.1452,0.2817,0.3993,0.5822,0.2756,0.1138,0.1385,D
0.2478,0.1712,0.43,0.1164,0.1169,0.2394,0.2686,0.5147,0.4646,0.2096,0.2,C
0.3717,0.3562,0.17,0.137,0.1202,0.338,0.4382,0.5954,0.3858,0.1257,0.1846,D
0.2212,0.3356,0.02,0.1096,0.1152,0.2254,0.2862,0.5419,0.5827,0.1617,0.2,C
0.2743,0.3288,0,0.1164,0.0718,0.0845,0.0247,0.464,0.5039,0.1377,0.3692,D
0.4867,0.1027,0.54,0.0959,0.0885,0.0845,0.0707,0.3847,0.3386,0.1198,0.6308,C
0.5487,0.5274,0.3,0.1164,0.2003,0.0845,0.1908,0.572,0.1969,0.509,0.2769,D
0.3628,0.2329,0.31,0.1096,0.1903,0.3239,0.2049,0.5426,0.2835,0.2455,0.1846,D
0.4159,0.1712,0.44,0.0479,0.0434,0.2817,0.1272,0.3811,0.3937,0.2874,0.3692,B
0.4248,0.2603,0.34,0.1849,0.1169,0.0563,0.0283,0.6336,0.4331,0.1138,0.3538,C
0.4248,0.2603,0.34,0.1849,0.1169,0.0563,0.0283,0.6336,0.4331,0.1138,0.3538,C
0.2301,0.3356,0.08,0.2123,0.1169,0.3521,0.3604,0.4655,0.4016,0.1078,0.1538,D
0.354,0.2945,0.09,0.1644,0.0935,0.0986,0.0389,0.5345,0.3858,0.0659,0.2462,D
0.0442,0.3185,0,0.0548,0.0534,0.1831,0.2827,0.1887,0.6457,0.3653,0.6923,B
0.2743,0.3014,0.08,0.1096,0.1703,0.1831,0.1413,0.5162,0.3937,0.1976,0.1846,C
0.3363,0.274,0.22,0.1233,0.1202,0.0423,0.0424,0.4956,0.4094,0.1437,0.2308,C
0.3186,0.1096,0.4,0.1027,0.0668,0.0423,0.0141,0.2562,0.4646,0.2216,0.6769,B
0.3363,0.089,0.39,0.0753,0.0484,0.0423,0.0141,0.2783,0.4173,0.2275,0.6308,B
0.3186,0.1096,0.4,0.1027,0.0668,0.0423,0.0141,0.2562,0.4646,0.2216,0.6769,B
0.2478,0.2808,0.12,0.0685,0.2554,0.0423,0.0212,0.5103,0.4094,0.3174,0.1231,D
0.2655,0.2466,0.31,0.1301,0.0968,0.0423,0.0318,0.5037,0.378,0.1317,0.2923,C
0.2389,0.2534,0.1,0.1164,0.0935,0.0423,0.0283,0.4075,0.4409,0.0838,0.3231,D
0.7345,0.2603,0.55,0.1301,0.1002,0.0845,0.0636,0.7379,0.2756,0.2096,0.3846,C
0.5487,0.226,0.33,0.1096,0.1452,0.2676,0.1131,0.5954,0.3937,0.2275,0.3692,D
0.2035,0.1849,0.24,0.0822,0.1503,0.0423,0.0035,0.3341,0.5512,0.1497,0.4615,E
0.708,0.1986,0.54,0.1301,0.1519,0.2535,0.1237,0.6843,0.3701,0.2575,0.4462,C
0.5487,0.226,0.33,0.1096,0.1452,0.2676,0.1131,0.5954,0.3937,0.2275,0.3692,D
0.4602,0.2671,0.19,0.1575,0.1152,0.0986,0.0848,0.6116,0.3858,0.1497,0.3231,C
0.5487,0.1164,0.42,0.0479,0.1202,0.2535,0.0742,0.395,0.4252,0.2395,0.5385,C
0.2212,0.4075,0,0.0993,0.0985,0.2817,0.1449,0.4589,0.4331,0.0719,0.1538,D
0.3982,0.3699,0.15,0.1575,0.1419,0.1127,0.1873,0.7115,0.4252,0.1257,0.1846,D
0.2124,0.387,0,0.0685,0.1452,0.1127,0.0565,0.4398,0.4724,0.1617,0.2,D
0.0265,0.2055,0,0.0822,0.0601,0.2113,0.1272,0.1079,0.7638,0.2455,0.8615,B
0.1858,0.2877,0.13,0.0753,0.1068,0.1972,0.106,0.5308,0.685,0.1856,0.2154,D
0.1858,0.2877,0.13,0.0753,0.1068,0.1972,0.106,0.5308,0.685,0.1856,0.2154,D
0.2212,0.2466,0.28,0.1301,0.0935,0.0704,0.0353,0.4956,0.3937,0.1198,0.2923,D
0.2212,0.2329,0.14,0.1301,0.1068,0.1972,0.1095,0.453,0.4882,0.0958,0.3538,D
0.2566,0.1027,0.34,0.0959,0.0634,0.0423,0.0071,0.3693,0.5197,0.1856,0.4,B
0.2212,0.2329,0.14,0.1301,0.1068,0.1972,0.1095,0.453,0.4882,0.0958,0.3538,D
0.2832,0.3082,0.09,0.0959,0.0885,0.4648,0.1378,0.301,0.5669,0.2455,0.6615,A
0.115,0.3356,0.08,0.0822,0.0985,0.2113,0.0636,0.2709,0.6457,0.2635,0.4154,C
0.2566,0.387,0.07,0.1096,0.0768,0.0563,0.0106,0.4589,0.5039,0.1317,0.3846,E
0.115,0.3356,0.08,0.0822,0.0985,0.2113,0.0636,0.2709,0.6457,0.2635,0.4154,C
0.5133,0.2192,0.42,0.0411,0.222,0.4648,0.1484,0.6057,0.5039,0.3174,0.2308,E
0.6195,0.2397,0.44,0.0479,0.2254,0.493,0.159,0.6087,0.5039,0.3174,0.2308,E
0.3717,0.387,0.26,0.0479,0.1269,0.2113,0.0601,0.5044,0.4567,0.0838,0.1538,D
0.2655,0.3733,0.1,0.0411,0.0902,0.3662,0.1731,0.4758,0.5118,0.1078,0.1385,D
0.1858,0.1096,0.28,0.1027,0,0.493,0.3322,0.0419,0.4094,0.0359,0.5077,B
0.1858,0.1096,0.28,0.1027,0,0.493,0.3322,0.0419,0.4094,0.0359,0.5077,B
0.4867,0.1301,0.35,0.0479,0.1052,0.1127,0.0777,0.4883,0.3937,0.2994,0.4308,B
0.1239,0.2603,0.04,0.089,0.1336,0.169,0.0707,0.4699,0.5669,0.0838,0.2462,D
0.5752,0.2055,0.47,0.1199,0.1219,0.1127,0.0989,0.5352,0.3937,0.2635,0.5692,B
0.177,0.3699,0,0.1438,0.172,0.2817,0.0883,0.4567,0.5591,0.1796,0.2923,D
0.531,0.2603,0.45,0.1164,0.1786,0.4648,0.2191,0.5147,0.3858,0.2335,0.3846,C
0.2212,0.387,0.35,0.0753,0.1269,0.1127,0.3039,0.4574,0.4252,0.1737,0.1538,D
0.469,0.089,0.46,0.0548,0.0835,0.3521,0.1272,0.428,0.3465,0.2994,0.3385,C
0.1593,0.3562,0.21,0.0616,0.1152,0.1831,0.0883,0.5007,0.6693,0.1976,0.2154,D
0.1593,0.3562,0.21,0.0616,0.1152,0.1831,0.0883,0.5007,0.6693,0.1976,0.2154,D
0.2478,0.3836,0.16,0.0616,0.1102,0.1549,0.1166,0.5602,0.5984,0.2216,0.2308,C
0.1593,0.3562,0.21,0.0616,0.1152,0.1831,0.0883,0.5007,0.6693,0.1976,0.2154,D
0.1593,0.3493,0.21,0.0479,0.1135,0.1549,0.0919,0.5007,0.6614,0.1976,0.2154,D
0.4159,0.2123,0.44,0.0685,0.1219,0.1127,0.0565,0.5147,0.4252,0.1317,0.1692,D
0.4159,0.2123,0.44,0.0685,0.1219,0.1127,0.0565,0.5147,0.4252,0.1317,0.1692,D
0.3009,0.2055,0.32,0.1096,0.1135,0.3521,0.4099,0.583,0.378,0.4431,0.2,D
0.4159,0.1644,0.39,0.0411,0.1135,0.5634,0.1731,0.4736,0.5748,0.2395,0.3846,C
0.4159,0.1644,0.39,0.0411,0.1135,0.5634,0.1731,0.4736,0.5748,0.2395,0.3846,C
0.2655,0.4212,0.02,0.1096,0.0985,0.1268,0.0283,0.3899,0.6063,0.2275,0.5077,B
0.4159,0.1644,0.39,0.0411,0.1135,0.5634,0.1731,0.4736,0.5748,0.2395,0.3846,C
0.3186,0.0959,0.34,0.1096,0.1018,0.2113,0.1449,0.431,0.5197,0.2695,0.4462,B
0.6283,0.1096,0.47,0.0548,0.0701,0.2254,0.0919,0.4985,0.3228,0.2036,0.3385,B
0.1947,0.3014,0.22,0.0616,0.1035,0.1972,0.0636,0.3164,0.5197,0.2934,0.4308,C
0.2301,0.3425,0.06,0.1233,0.1085,0.1972,0.2792,0.5426,0.6063,0.1257,0.1692,D
0.1062,0.6096,0.66,0.0753,0.0451,0.1972,0.2898,0.257,0.7244,0.1617,0.4769,C
0.2566,0.2055,0.32,0.1233,0.0918,0.0845,0.0671,0.4559,0.3937,0.0659,0.3077,D
0.2301,0.3425,0.06,0.1096,0.1102,0.2254,0.2756,0.5426,0.6063,0.1198,0.2,D
0.2301,0.3425,0.06,0.1233,0.1085,0.1972,0.2792,0.5426,0.6063,0.1257,0.1692,D
0.2301,0.3527,0.07,0.1164,0.1085,0.2113,0.2827,0.5441,0.6063,0.1257,0.2,D
0.1947,0.2534,0.22,0.0959,0.0985,0.169,0.0636,0.3164,0.5276,0.2994,0.4462,C
0.2035,0.2671,0.23,0.0753,0.1002,0.169,0.0565,0.3164,0.5197,0.3054,0.4308,C
0.1947,0.3014,0.22,0.0616,0.1035,0.1972,0.0636,0.3164,0.5197,0.2934,0.4308,C
0.2655,0.3493,0.03,0.0753,0.1135,0.3662,0.1307,0.4192,0.5512,0.1856,0.3846,C
0.2743,0.4075,0.01,0.0822,0.0868,0.4225,0.1307,0.2673,0.5276,0.1437,0.5231,C
0.2035,0.3014,0.03,0.0411,0.1235,0.493,0.1413,0.3781,0.622,0.1437,0.3385,D
0.2389,0.1575,0.24,0.0753,0.0918,0.3803,0.1484,0.4178,0.5433,0.1257,0.2462,E
0.3982,0.0616,0.37,0.0479,0.0918,0.0704,0.0141,0.4001,0.3858,0.1497,0.4154,B
0.5133,0.1781,0.46,0.0822,0.1536,0.0704,0.0141,0.4824,0.2992,0.1916,0.5231,B
0.3717,0.1301,0.4,0.1301,0.1619,0.0845,0.0353,0.4457,0.4488,0.2754,0.5231,B
0.2212,0.2397,0,0.089,0.0918,0.0845,0.0283,0.3744,0.5197,0.1497,0.3846,E
0.2743,0.4075,0.01,0.0822,0.0868,0.4225,0.1307,0.2673,0.5276,0.1437,0.5231,C
0.3717,0.3356,0.19,0.2123,0.1369,0.4085,0.2226,0.5727,0.378,0.1018,0.2462,C
0.2301,0.3288,0.04,0.1096,0.1068,0.2394,0.2898,0.5419,0.622,0.1317,0.1692,D
0.4071,0.3014,0.18,0.0479,0.1102,0.1268,0.053,0.4178,0.3228,0.0958,0.2308,D
0.2655,0.4075,0,0.0822,0.0935,0.4085,0.1025,0.3862,0.5827,0.1916,0.4615,C
0.3363,0.1301,0.29,0.1507,0.3038,0.1831,0.0707,0.3884,0.378,0.2695,0.5538,C
0.2301,0.3288,0.04,0.1096,0.1068,0.2394,0.2898,0.5419,0.622,0.1317,0.1692,D
0.3717,0.3356,0.19,0.2123,0.1369,0.4085,0.2226,0.5727,0.378,0.1018,0.2462,C
0.3805,0.4315,0.14,0.1096,0.1235,0.1127,0.0848,0.5999,0.4724,0.1856,0.3231,D
0.3894,0.4658,0.12,0.1027,0.1185,0.0986,0.0777,0.6087,0.4646,0.1916,0.3077,C
0.5398,0.274,0.38,0.1164,0.0902,0.3944,0.1767,0.4185,0.3228,0.2754,0.5692,B
0.1947,0.3082,0,0.1096,0.1002,0.4366,0.2049,0.3554,0.5433,0.1377,0.4308,C
0.5398,0.5342,0.34,0.3904,0.1669,0.3099,0.3286,0.9413,0.378,0.2096,0.1385,D
0.2301,0.1507,0.24,0.0753,0.0985,0.4085,0.1625,0.4178,0.5512,0.1497,0.2615,D
0.2301,0.3699,0.03,0.0959,0.1102,0.2113,0.2827,0.5404,0.622,0.1437,0.2,D
0.4867,0.226,0.23,0.0685,0.1169,0.1268,0.0424,0.5631,0.378,0.1916,0.1385,C
0.2301,0.3699,0.03,0.0959,0.1102,0.2113,0.2827,0.5404,0.622,0.1437,0.2,D
0.2301,0.3493,0.03,0.089,0.1135,0.2254,0.2898,0.5419,0.622,0.1497,0.2154,C
0.2212,0.3219,0.01,0.0959,0.1135,0.3662,0.1307,0.3987,0.5354,0.1497,0.3538,C
0.3274,0.1301,0.39,0.1027,0.1102,0.2254,0.1307,0.3209,0.4488,0.2635,0.6308,B
0.2212,0.3219,0.01,0.0959,0.1135,0.3662,0.1307,0.3987,0.5354,0.1497,0.3538,C
0.3274,0.1301,0.39,0.1027,0.1102,0.2254,0.1307,0.3209,0.4488,0.2635,0.6308,B
0.3274,0.6164,0.02,0.1712,0.1202,0.0704,0.0177,0.6498,0.5827,0.0958,0.4,E
0.3805,0.1301,0.36,0.1164,0.0735,0.1268,0.1166,0.4075,0.5197,0.2156,0.5231,D
0.2478,0.3527,0.1,0.1027,0.1135,0.2113,0.0954,0.5352,0.6614,0.2156,0.3692,B
0.2478,0.3527,0.1,0.1027,0.1135,0.2113,0.0954,0.5352,0.6614,0.2156,0.3692,B
0.1947,0.3219,0.06,0.3493,0.0801,0.1408,0.0424,0.4501,0.5276,0.1557,0.3692,B
0.1947,0.3219,0.06,0.3493,0.0801,0.1408,0.0424,0.4501,0.5276,0.1557,0.3692,B
0.4071,0.3151,0.2,0.1438,0.1152,0.1972,0.3852,0.5822,0.3858,0.1557,0.1692,D
0.2301,0.2877,0.27,0.1164,0.1202,0.1549,0.2544,0.4648,0.5118,0.2275,0.4,D
0.1327,0.3014,0,0.089,0.1119,0.0704,0.0106,0.3473,0.6693,0.1257,0.4769,C
0.2478,0.274,0.13,0.1027,0.1102,0.4648,0.1943,0.3825,0.5433,0.1557,0.3692,C
0.2389,0.1267,0.39,0.0205,0.0785,0.0845,0.0177,0.2379,0.4331,0.1138,0.4769,C
0.4159,0.1781,0.48,0.1986,0.2003,0.0282,0.0177,0.4185,0.3858,0.1437,0.7385,C
0.3982,0.1096,0.46,0.5548,0.1703,0.0282,0.0106,0.6564,0.3465,0.1617,0.3846,C
0.4779,0.2329,0.44,0.137,0.0885,0.0423,0.0071,0.4897,0.4646,0.1737,0.5846,C
0.4248,0.1884,0.46,0.2534,0.1369,0.0282,0.0141,0.464,0.4173,0.1856,0.5846,B
0.2389,0.1267,0.39,0.0205,0.0785,0.0845,0.0177,0.2379,0.4331,0.1138,0.4769,C
0.354,0.1336,0.4,0.089,0.1119,0.0282,0,0.3708,0.4173,0.2036,0.5385,C
0.0619,0.4075,0.19,0.0411,0.2487,0.0845,0.1979,0.2849,0.6929,0.1677,0.4,D
0.1947,0.1986,0.31,0.5411,0.1202,0.3521,0.1378,0.5999,0.5039,0.1856,0.2615,C
0.3363,0.1644,0.32,0.089,0.1152,0.4366,0.258,0.4648,0.4409,0.2335,0.4,C
0.3363,0.3425,0.12,0.0616,0.1002,0.5211,0.1413,0.3649,0.5039,0.3353,0.5231,C
0.4425,0.1986,0.37,0.0959,0.1319,0.1268,0.0601,0.572,0.3937,0.1377,0.3231,D
0.3363,0.1644,0.32,0.089,0.1152,0.4366,0.258,0.4648,0.4409,0.2335,0.4,C
0.3363,0.3425,0.12,0.0616,0.1002,0.5211,0.1413,0.3649,0.5039,0.3353,0.5231,C
0.1947,0.1986,0.31,0.5411,0.1202,0.3521,0.1378,0.5999,0.5039,0.1856,0.2615,C
0.354,0.2397,0.27,0.0959,0.0718,0.1831,0.0777,0.3737,0.3465,0.2814,0.4308,D
0.354,0.0685,0.36,0.0685,0.0868,0.7324,0.2509,0.4383,0.5748,0.3234,0.4,B
0.4248,0.0822,0.33,0.0959,0.0818,0.7183,0.2367,0.572,0.5748,0.3413,0.2769,C
0.3363,0.3767,0.19,0.089,0.1352,0.1408,0.2438,0.5352,0.3622,0.1557,0.1231,E
0.354,0.2397,0.27,0.0959,0.0718,0.1831,0.0777,0.3737,0.3465,0.2814,0.4308,D
0.3628,0.1438,0.38,0.1644,0.0851,0.1268,0.0459,0.3385,0.4409,0.2395,0.5538,B
0.177,0.3356,0.01,0.0685,0.1135,0.0986,0.0671,0.5426,0.748,0.2395,0.3231,D
0.2478,0.3356,0.01,0.0753,0.1035,0.169,0.1131,0.5441,0.5827,0.1916,0.2154,D
0.2655,0.1918,0.29,0.0685,0.1102,0.3944,0.212,0.5162,0.5591,0.1557,0.1692,C
0.2478,0.3356,0.01,0.0753,0.1035,0.169,0.1131,0.5441,0.5827,0.1916,0.2154,D
0.177,0.3356,0.01,0.0685,0.1135,0.0986,0.0671,0.5426,0.748,0.2395,0.3231,D
0.3717,0.1233,0.38,0.0959,0.0801,0.2535,0.2332,0.3935,0.5118,0.2335,0.5231,C
0.3717,0.1233,0.38,0.0959,0.0801,0.2535,0.2332,0.3935,0.5118,0.2335,0.5231,C
0.6549,0.3493,0.5,0.0342,0.0985,0.0704,0.0707,0.5756,0.2598,0.1617,0.3077,E
0.2301,0.1781,0.38,0.1301,0.0935,0.3099,0.1272,0.2562,0.4724,0.2335,0.6923,B
0.1416,0.2329,0.17,0.0479,0.1018,0.0845,0.0177,0.3069,0.685,0.1257,0.4615,D
0.4425,0.1438,0.52,0.089,0.1035,0.169,0.0671,0.3686,0.4882,0.2575,0.6154,B
0.469,0.1027,0.49,0.2808,0.1169,0.1127,0.0389,0.3502,0.3543,0.1138,0.6308,B
0.4867,0.2123,0.4,0.1164,0.1336,0.169,0.1625,0.6072,0.378,0.1856,0.2462,B
0.4602,0.2603,0.34,0.0959,0.1369,0.1268,0.1378,0.6292,0.3937,0.1617,0.2,B
0.3274,0.1233,0.49,0.1986,0.1302,0.1408,0.0636,0.3605,0.4173,0.1856,0.5692,B
0.4956,0.2192,0.42,0.0753,0.0985,0.0845,0.0495,0.4104,0.315,0.2754,0.4154,B
0.4956,0.2192,0.58,0.2192,0.1336,0.1408,0.0636,0.5419,0.4331,0.3952,0.5538,B
0.3274,0.1096,0.48,0.0822,0.1352,0.0704,0.0212,0.2944,0.4094,0.1737,0.6154,B
0.3805,0,0.45,0.0616,0.1052,0.1268,0.053,0.4001,0.5276,0.2575,0.5385,B
0.3805,0,0.45,0.0616,0.1052,0.1268,0.053,0.4001,0.5276,0.2575,0.5385,B
0.3805,0,0.45,0.0616,0.1052,0.1268,0.053,0.4001,0.5276,0.2575,0.5385,B
0.3274,0.1096,0.48,0.0822,0.1352,0.0704,0.0212,0.2944,0.4094,0.1737,0.6154,B
0.3186,0.1301,0.4,0.089,0.0768,0.0704,0.0141,0.3884,0.4488,0.2096,0.4308,B
0.4956,0.1507,0.48,0.0822,0.0668,0.0563,0.0106,0.3311,0.3622,0.2156,0.5692,B
0.2655,0.2123,0.4,0.1233,0.1169,0.0704,0.0177,0.3899,0.5512,0.1257,0.5846,C
0.3451,0.0616,0.52,0.0685,0.1302,0.1127,0.0601,0.4706,0.4882,0.2036,0.3077,D
0.3894,0.1644,0.52,0.0822,0.1653,0.0563,0.0141,0.4119,0.4488,0.1737,0.4462,C
0.4336,0.1712,0.52,0.0753,0.1269,0.1549,0.159,0.4449,0.4331,0.1497,0.4154,C
0.1593,0.3082,0.12,0.0959,0.1803,0.338,0.106,0.3759,0.5748,0.2275,0.4462,B
0.3009,0.3219,0.05,0.0753,0.1285,0.1549,0.0919,0.5345,0.4882,0.1677,0.2462,D
0.3451,0.2397,0.27,0.0685,0.0768,0.2394,0.1131,0.3752,0.3307,0.3114,0.4154,C
0.2212,0.3014,0.14,0.0479,0.1102,0.0845,0.0424,0.4295,0.4173,0.1737,0.1385,D
0.177,0.3082,0.02,0.0822,0.172,0.0704,0.0353,0.475,0.5039,0.2156,0.1692,D
0.3717,0.1027,0.39,0.0753,0.1469,0.2676,0.0742,0.3957,0.3228,0.2156,0.4308,C
0.3451,0.2397,0.27,0.0685,0.0768,0.2394,0.1131,0.3752,0.3307,0.3114,0.4154,C
0.3274,0.1507,0.4,0.1027,0.0885,0.3239,0.1484,0.4016,0.4724,0.3174,0.4,C
0.3894,0.1781,0.41,0.1027,0.1519,0.0704,0.0141,0.4383,0.3071,0.1497,0.5385,B
0.3451,0.3699,0.2,0.0822,0.1419,0.3099,0.3781,0.533,0.3071,0.0898,0.1231,D
0.3894,0.1918,0.43,0.1027,0.0935,0.3944,0.1413,0.3106,0.3622,0.1617,0.5846,C
0.1858,0.3014,0.09,0.137,0.1119,0.0845,0.0565,0.486,0.5669,0.1677,0.2769,D
0.5133,0.0959,0.48,0.0685,0.0902,0.0704,0.0141,0.5264,0.4646,0.3234,0.3846,C
0.5133,0.0959,0.48,0.0685,0.0902,0.0704,0.0141,0.5264,0.4646,0.3234,0.3846,C
0.4867,0.1781,0.5,0.1027,0.1536,0.0704,0.0247,0.467,0.378,0.1916,0.4923,B
0.3451,0.1507,0.44,0.0548,0.1119,0.0704,0.0212,0.4391,0.6142,0.1796,0.3538,D
0.3717,0.1438,0.41,0.3425,0.1018,0.0845,0.0247,0.478,0.4409,0.1737,0.5692,B
0.2301,0.1986,0.3,0.0822,0.1185,0.4789,0.2332,0.5088,0.5512,0.1138,0.1538,D
0.2301,0.1986,0.3,0.0822,0.1185,0.4789,0.2332,0.5088,0.5512,0.1138,0.1538,D
0.3363,0.3219,0.29,0.1164,0.1619,0.4225,0.3993,0.583,0.3228,0.1018,0.1077,D
0.2124,0.1918,0.32,0.1849,0.0818,0.1127,0.0813,0.3003,0.4252,0.0958,0.4462,B
0.6726,0.226,0.49,0.0342,0.1052,0.0282,0,0.5015,0.3071,0.1796,0.3077,D
0.3982,0.2603,0.3,0.0685,0.0885,0.0986,0.0389,0.5631,0.4567,0.2275,0.3231,C
0.4336,0.5068,0.26,0.0685,0.1119,0.169,0.0777,0.5176,0.4016,0.1737,0.2462,D
0.2389,0.274,0.32,0.0822,0.0968,0.7042,0.2261,0.3018,0.4724,0.2934,0.6923,C
0.3982,0.2603,0.3,0.0685,0.0885,0.0986,0.0389,0.5631,0.4567,0.2275,0.3231,C
0.6726,0.226,0.49,0.0342,0.1052,0.0282,0,0.5015,0.3071,0.1796,0.3077,D
0.2478,0.3151,0,0.0753,0.0868,0.0845,0.0177,0.4075,0.5591,0.1497,0.4462,C
0.4602,0.1507,0.39,0.0342,0.0902,0.0282,0.0035,0.3399,0.3543,0.1317,0.4615,B
0.2212,0.1644,0.3,0.0479,0.1135,0.4789,0.2261,0.5037,0.5512,0.1018,0.1538,D
0.2743,0.1849,0.12,0.0548,0.1419,0.2535,0.0742,0.4325,0.3307,0.0958,0.1538,D
0.4513,0.1199,0.4,0.0411,0.1018,0.1831,0.053,0.4031,0.315,0.1078,0.3846,C
0.2743,0.1849,0.12,0.0548,0.1419,0.2535,0.0742,0.4325,0.3307,0.0958,0.1538,D
0.2212,0.1507,0.28,0.0753,0.1169,0.4225,0.2191,0.5044,0.5591,0.0898,0.1538,D
0.1681,0.1918,0.1,0.0753,0.1068,0.4085,0.1449,0.4016,0.4882,0.0898,0.1538,C
0.2212,0.1507,0.28,0.0753,0.1169,0.4225,0.2191,0.5044,0.5591,0.0898,0.1538,D
0.4779,0.1575,0.45,0.1096,0.1336,0.2676,0.2898,0.6689,0.3228,0.0599,0.1538,D
0.2743,0.3288,0.06,0.0753,0.1119,0.2535,0.1237,0.5066,0.5118,0.1737,0.2615,C
0.0885,0.3699,0,0.089,0.1252,0.0282,0.0177,0.2724,0.7638,0.1796,0.6769,B
0.0885,0.3699,0,0.089,0.1252,0.0282,0.0177,0.2724,0.7638,0.1796,0.6769,B
0.3805,0.4932,0.34,0.0342,0.0634,0.0423,0.0141,0.4016,0.2992,0.0898,0.1077,C
0.1593,0.3904,0,0.0514,0.0718,0.0845,0.0212,0.1138,0.5748,0.1198,0.6923,C
0.2566,0.2123,0.3,0.089,0.0835,0.0704,0.0212,0.3583,0.5512,0.2335,0.4769,B
0.469,0.1575,0.38,0.0411,0.0768,0.4225,0.1449,0.4912,0.4094,0.2934,0.3385,B
0.3982,0.1164,0.33,0.0788,0.0851,0.169,0.0742,0.3737,0.4094,0.3054,0.5077,B
0.1947,0.1644,0.32,0.0616,0.0918,0.0423,0.0071,0.2004,0.4882,0.1317,0.6769,B
0.3186,0.2123,0.29,0.0479,0.1152,0.3662,0.1378,0.4376,0.4016,0.1257,0.2923,D
0.1947,0.1644,0.32,0.0616,0.0918,0.0423,0.0071,0.2004,0.4882,0.1317,0.6769,B
0.3982,0.1164,0.33,0.0788,0.0851,0.169,0.0742,0.3737,0.4094,0.3054,0.5077,B
0.3982,0.1233,0.34,0.0753,0.0868,0.1549,0.0671,0.3737,0.4094,0.3054,0.5077,B
0.3805,0.1575,0.4,0.1849,0.1636,0.1549,0.0636,0.3979,0.3858,0.2216,0.5538,B
0.4425,0.2603,0.36,0.1301,0.1736,0.3521,0.1731,0.525,0.3465,0.2096,0.3846,D
0.3805,0.1096,0.45,0.0548,0.0918,0.0845,0.0212,0.2548,0.4016,0.1317,0.6,B
0.3805,0.137,0.31,0.0753,0.1269,0.1549,0.0459,0.4134,0.3386,0.1317,0.3077,C
